statecode,countyname,reported_propertytype,bldg_count
NJ,Sussex County,Specialty,68
NJ,Sussex County,Sports & Entertainment,12
NJ,Union County,Flex,147
NJ,Union County,Health Care,38
NJ,Union County,Hospitality,32
NJ,Union County,Industrial,1874
NJ,Union County,Multi-Family,1488
NJ,Union County,Office,1497
NJ,Union County,Retail,3233
NJ,Union County,Specialty,408
NJ,Union County,Sports & Entertainment,10
NJ,Warren County,Flex,21
NJ,Warren County,Health Care,11
NJ,Warren County,Hospitality,9
NJ,Warren County,Industrial,183
NJ,Warren County,Multi-Family,92
NJ,Warren County,Office,229
NJ,Warren County,Retail,701
NJ,Warren County,Specialty,71
NJ,Warren County,Sports & Entertainment,7
NM,Bernalillo County,Flex,139
NM,Bernalillo County,Health Care,77
NM,Bernalillo County,Hospitality,166
NM,Bernalillo County,Industrial,2260
NM,Bernalillo County,Multi-Family,1473
NM,Bernalillo County,Office,2658
NM,Bernalillo County,Retail,4791
NM,Bernalillo County,Specialty,680
NM,Bernalillo County,Sports & Entertainment,40
NM,Catron County,Retail,3
NM,Catron County,Specialty,3
NM,Chaves County,Flex,1
NM,Chaves County,Health Care,7
NM,Chaves County,Hospitality,11
NM,Chaves County,Industrial,38
NM,Chaves County,Multi-Family,28
NM,Chaves County,Office,71
NM,Chaves County,Retail,201
NM,Chaves County,Specialty,17
NM,Cibola County,Flex,1
NM,Cibola County,Hospitality,13
NM,Cibola County,Industrial,21
NM,Cibola County,Multi-Family,24
NM,Cibola County,Office,23
NM,Cibola County,Retail,98
NM,Cibola County,Specialty,9
NM,Cibola County,Sports & Entertainment,1
NM,Colfax County,Flex,1
NM,Colfax County,Health Care,1
NM,Colfax County,Hospitality,26
NM,Colfax County,Industrial,9
NM,Colfax County,Multi-Family,8
NM,Colfax County,Office,15
NM,Colfax County,Retail,100
NM,Colfax County,Specialty,11
NM,Curry County,Flex,1
NM,Curry County,Health Care,4
NM,Curry County,Hospitality,6
NM,Curry County,Industrial,42
NM,Curry County,Multi-Family,36
NM,Curry County,Office,51
NM,Curry County,Retail,167
NM,Curry County,Specialty,12
NM,Curry County,Sports & Entertainment,3
NM,De Baca County,Office,1
NM,De Baca County,Retail,3
NM,Do├▒a Ana County,Flex,23
NM,Do├▒a Ana County,Health Care,15
NM,Do├▒a Ana County,Hospitality,33
NM,Do├▒a Ana County,Industrial,268
NM,Do├▒a Ana County,Multi-Family,212
NM,Do├▒a Ana County,Office,567
NM,Do├▒a Ana County,Retail,753
NM,Do├▒a Ana County,Specialty,87
NM,Do├▒a Ana County,Sports & Entertainment,15
NM,Eddy County,Flex,2
NM,Eddy County,Health Care,2
NM,Eddy County,Hospitality,10
NM,Eddy County,Industrial,58
NM,Eddy County,Multi-Family,40
NM,Eddy County,Office,88
NM,Eddy County,Retail,201
NM,Eddy County,Specialty,28
NM,Eddy County,Sports & Entertainment,2
NM,Grant County,Flex,3
NM,Grant County,Health Care,1
NM,Grant County,Hospitality,10
NM,Grant County,Industrial,17
NM,Grant County,Multi-Family,21
NM,Grant County,Office,43
NM,Grant County,Retail,168
NM,Grant County,Specialty,16
NM,Guadalupe County,Hospitality,8
NM,Guadalupe County,Multi-Family,4
NM,Guadalupe County,Office,4
NM,Guadalupe County,Retail,21
NM,Guadalupe County,Specialty,3
NM,Harding County,Retail,1
NM,Harding County,Specialty,3
NM,Hidalgo County,Health Care,1
NM,Hidalgo County,Hospitality,8
NM,Hidalgo County,Industrial,3
NM,Hidalgo County,Office,2
NM,Hidalgo County,Retail,21
NM,Hidalgo County,Specialty,3
NM,Lea County,Flex,6
NM,Lea County,Health Care,5
NM,Lea County,Hospitality,15
NM,Lea County,Industrial,127
NM,Lea County,Multi-Family,50
NM,Lea County,Office,60
NM,Lea County,Retail,206
NM,Lea County,Specialty,23
NM,Lea County,Sports & Entertainment,1
NM,Lincoln County,Flex,3
NM,Lincoln County,Health Care,1
NM,Lincoln County,Hospitality,44
NM,Lincoln County,Industrial,22
NM,Lincoln County,Multi-Family,15
NM,Lincoln County,Office,59
NM,Lincoln County,Retail,188
NM,Lincoln County,Specialty,20
NM,Lincoln County,Sports & Entertainment,3
NM,Los Alamos County,Flex,1
NM,Los Alamos County,Health Care,1
NM,Los Alamos County,Hospitality,5
NM,Los Alamos County,Industrial,7
NM,Los Alamos County,Multi-Family,23
NM,Los Alamos County,Office,37
NM,Los Alamos County,Retail,40
NM,Los Alamos County,Specialty,5
NM,Luna County,Flex,1
NM,Luna County,Hospitality,13
NM,Luna County,Industrial,24
NM,Luna County,Multi-Family,25
NM,Luna County,Office,35
NM,Luna County,Retail,125
NM,Luna County,Specialty,12
NM,McKinley County,Flex,1
NM,McKinley County,Health Care,1
NM,McKinley County,Hospitality,17
NM,McKinley County,Industrial,11
NM,McKinley County,Multi-Family,17
NM,McKinley County,Office,29
NM,McKinley County,Retail,131
NM,McKinley County,Specialty,13
NM,Mora County,Hospitality,1
NM,Mora County,Retail,4
NM,Mora County,Specialty,1
NM,Otero County,Flex,1
NM,Otero County,Health Care,3
NM,Otero County,Hospitality,20
NM,Otero County,Industrial,39
NM,Otero County,Multi-Family,39
NM,Otero County,Office,77
NM,Otero County,Retail,317
NM,Otero County,Specialty,35
NM,Otero County,Sports & Entertainment,5
NM,Quay County,Hospitality,20
NM,Quay County,Industrial,1
NM,Quay County,Multi-Family,6
NM,Quay County,Office,15
NM,Quay County,Retail,59
NM,Quay County,Specialty,7
NM,Rio Arriba County,Health Care,2
NM,Rio Arriba County,Hospitality,15
NM,Rio Arriba County,Industrial,5
NM,Rio Arriba County,Multi-Family,5
NM,Rio Arriba County,Office,49
NM,Rio Arriba County,Retail,143
NM,Rio Arriba County,Specialty,17
NM,Roosevelt County,Health Care,1
NM,Roosevelt County,Hospitality,2
NM,Roosevelt County,Industrial,7
NM,Roosevelt County,Multi-Family,8
NM,Roosevelt County,Office,10
NM,Roosevelt County,Retail,45
NM,Roosevelt County,Specialty,9
NM,Roosevelt County,Sports & Entertainment,1
NM,San Juan County,Flex,7
NM,San Juan County,Health Care,2
NM,San Juan County,Hospitality,24
NM,San Juan County,Industrial,125
NM,San Juan County,Multi-Family,120
NM,San Juan County,Office,164
NM,San Juan County,Retail,387
NM,San Juan County,Specialty,24
NM,San Juan County,Sports & Entertainment,1
NM,San Miguel County,Health Care,2
NM,San Miguel County,Hospitality,9
NM,San Miguel County,Industrial,10
NM,San Miguel County,Multi-Family,18
NM,San Miguel County,Office,25
NM,San Miguel County,Retail,96
NM,San Miguel County,Specialty,9
NM,Sandoval County,Flex,15
NM,Sandoval County,Health Care,15
NM,Sandoval County,Hospitality,21
NM,Sandoval County,Industrial,134
NM,Sandoval County,Multi-Family,38
NM,Sandoval County,Office,240
NM,Sandoval County,Retail,462
NM,Sandoval County,Specialty,74
NM,Sandoval County,Sports & Entertainment,4
NM,Santa Fe County,Flex,33
NM,Santa Fe County,Health Care,13
NM,Santa Fe County,Hospitality,53
NM,Santa Fe County,Industrial,309
NM,Santa Fe County,Multi-Family,108
NM,Santa Fe County,Office,680
NM,Santa Fe County,Retail,744
NM,Santa Fe County,Specialty,89
NM,Santa Fe County,Sports & Entertainment,3
NM,Sierra County,Flex,1
NM,Sierra County,Hospitality,8
NM,Sierra County,Industrial,18
NM,Sierra County,Multi-Family,21
NM,Sierra County,Office,28
NM,Sierra County,Retail,93
NM,Sierra County,Specialty,21
NM,Socorro County,Health Care,1
NM,Socorro County,Hospitality,10
NM,Socorro County,Industrial,7
NM,Socorro County,Multi-Family,8
NM,Socorro County,Office,18
NM,Socorro County,Retail,62
NM,Socorro County,Specialty,10
NM,Taos County,Flex,3
NM,Taos County,Health Care,3
NM,Taos County,Hospitality,38
NM,Taos County,Industrial,10
NM,Taos County,Multi-Family,17
NM,Taos County,Office,32
NM,Taos County,Retail,121
NM,Taos County,Specialty,18
NM,Taos County,Sports & Entertainment,3
NM,Torrance County,Hospitality,9
NM,Torrance County,Industrial,34
NM,Torrance County,Multi-Family,5
NM,Torrance County,Office,20
NM,Torrance County,Retail,112
NM,Torrance County,Specialty,14
NM,Torrance County,Sports & Entertainment,1
NM,Union County,Health Care,1
NM,Union County,Hospitality,2
NM,Union County,Industrial,3
NM,Union County,Office,3
NM,Union County,Retail,14
NM,Union County,Specialty,3
NM,Valencia County,Flex,6
NM,Valencia County,Health Care,2
NM,Valencia County,Hospitality,12
NM,Valencia County,Industrial,92
NM,Valencia County,Multi-Family,36
NM,Valencia County,Office,187
NM,Valencia County,Retail,558
NM,Valencia County,Specialty,68
NM,Valencia County,Sports & Entertainment,1
NV,Carson City,Flex,25
NV,Carson City,Health Care,14
NV,Carson City,Hospitality,19
NV,Carson City,Industrial,155
NV,Carson City,Multi-Family,105
NV,Carson City,Office,235
NV,Carson City,Retail,266
NV,Carson City,Specialty,33
NV,Carson City,Sports & Entertainment,3
NV,Churchill County,Flex,5
NV,Churchill County,Health Care,2
NV,Churchill County,Hospitality,9
NV,Churchill County,Industrial,30
NV,Churchill County,Multi-Family,35
NV,Churchill County,Office,37
NV,Churchill County,Retail,88
NV,Churchill County,Specialty,14
NV,Churchill County,Sports & Entertainment,3
NV,Clark County,Flex,975
NV,Clark County,Health Care,151
NV,Clark County,Hospitality,371
NV,Clark County,Industrial,3527
NV,Clark County,Multi-Family,3295
NV,Clark County,Office,4124
NV,Clark County,Retail,7924
NV,Clark County,Specialty,1262
NV,Clark County,Sports & Entertainment,140
NV,Douglas County,Flex,14
NV,Douglas County,Health Care,3
NV,Douglas County,Hospitality,12
NV,Douglas County,Industrial,75
NV,Douglas County,Multi-Family,40
NV,Douglas County,Office,87
NV,Douglas County,Retail,196
NV,Douglas County,Specialty,28
NV,Douglas County,Sports & Entertainment,5
NV,Elko County,Flex,12
NV,Elko County,Health Care,3
NV,Elko County,Hospitality,28
NV,Elko County,Industrial,64
NV,Elko County,Multi-Family,46
NV,Elko County,Office,69
NV,Elko County,Retail,136
NV,Elko County,Specialty,20
NV,Elko County,Sports & Entertainment,6
NV,Esmeralda County,Industrial,1
NV,Esmeralda County,Multi-Family,3
NV,Esmeralda County,Retail,5
NV,Esmeralda County,Specialty,3
NV,Eureka County,Hospitality,2
NV,Eureka County,Industrial,1
NV,Eureka County,Multi-Family,5
NV,Eureka County,Office,1
NV,Eureka County,Retail,11
NV,Eureka County,Specialty,2
NV,Humboldt County,Health Care,1
NV,Humboldt County,Hospitality,12
NV,Humboldt County,Industrial,7
NV,Humboldt County,Multi-Family,17
NV,Humboldt County,Office,18
NV,Humboldt County,Retail,69
NV,Humboldt County,Specialty,13
NV,Humboldt County,Sports & Entertainment,2
NV,Lander County,Flex,1
NV,Lander County,Hospitality,6
NV,Lander County,Industrial,8
NV,Lander County,Multi-Family,6
NV,Lander County,Office,7
NV,Lander County,Retail,27
NV,Lander County,Specialty,7
NV,Lincoln County,Health Care,1
NV,Lincoln County,Hospitality,3
NV,Lincoln County,Multi-Family,4
NV,Lincoln County,Office,2
NV,Lincoln County,Retail,14
NV,Lincoln County,Specialty,6
NV,Lincoln County,Sports & Entertainment,1
NV,Lyon County,Flex,5
NV,Lyon County,Hospitality,9
NV,Lyon County,Industrial,181
NV,Lyon County,Multi-Family,36
NV,Lyon County,Office,51
NV,Lyon County,Retail,169
NV,Lyon County,Specialty,45
NV,Lyon County,Sports & Entertainment,3
NV,Mineral County,Hospitality,8
NV,Mineral County,Industrial,3
NV,Mineral County,Multi-Family,8
NV,Mineral County,Office,4
NV,Mineral County,Retail,17
NV,Mineral County,Specialty,4
NV,Mineral County,Sports & Entertainment,1
NV,Nye County,Flex,5
NV,Nye County,Health Care,5
NV,Nye County,Hospitality,14
NV,Nye County,Industrial,32
NV,Nye County,Multi-Family,36
NV,Nye County,Office,45
NV,Nye County,Retail,163
NV,Nye County,Specialty,31
NV,Nye County,Sports & Entertainment,5
NV,Pershing County,Flex,2
NV,Pershing County,Health Care,1
NV,Pershing County,Hospitality,6
NV,Pershing County,Industrial,9
NV,Pershing County,Multi-Family,13
NV,Pershing County,Office,4
NV,Pershing County,Retail,23
NV,Pershing County,Specialty,3
NV,Pershing County,Sports & Entertainment,1
NV,Storey County,Flex,2
NV,Storey County,Hospitality,9
NV,Storey County,Industrial,96
NV,Storey County,Multi-Family,2
NV,Storey County,Office,5
NV,Storey County,Retail,26
NV,Storey County,Specialty,8
NV,Washoe County,Flex,346
NV,Washoe County,General Retail,1
NV,Washoe County,Health Care,44
NV,Washoe County,Hospitality,152
NV,Washoe County,Industrial,1300
NV,Washoe County,Multi-Family,997
NV,Washoe County,Office,1385
NV,Washoe County,Retail,2035
NV,Washoe County,Specialty,237
NV,Washoe County,Sports & Entertainment,22
NV,White Pine County,Flex,2
NV,White Pine County,Hospitality,16
NV,White Pine County,Industrial,10
NV,White Pine County,Multi-Family,21
NV,White Pine County,Office,16
NV,White Pine County,Retail,48
NV,White Pine County,Specialty,5
NV,White Pine County,Sports & Entertainment,1
NY,Albany County,Flex,129
NY,Albany County,Health Care,42
NY,Albany County,Hospitality,94
NY,Albany County,Industrial,848
NY,Albany County,Multi-Family,1016
NY,Albany County,Office,1303
NY,Albany County,Retail,2627
NY,Albany County,Specialty,275
NY,Albany County,Sports & Entertainment,21
NY,Allegany County,Flex,3
NY,Allegany County,Health Care,3
NY,Allegany County,Hospitality,11
NY,Allegany County,Industrial,26
NY,Allegany County,Multi-Family,43
NY,Allegany County,Office,30
NY,Allegany County,Retail,195
NY,Allegany County,Specialty,27
NY,Allegany County,Sports & Entertainment,5
NY,Bronx County,Flex,30
NY,Bronx County,Health Care,85
NY,Bronx County,Hospitality,22
NY,Bronx County,Industrial,1193
NY,Bronx County,Multi-Family,7952
NY,Bronx County,Office,604
NY,Bronx County,Retail,3924
NY,Bronx County,Specialty,412
NY,Bronx County,Sports & Entertainment,4
NY,Broome County,Flex,45
NY,Broome County,Health Care,21
NY,Broome County,Hospitality,40
NY,Broome County,Industrial,393
NY,Broome County,Multi-Family,548
NY,Broome County,Office,462
NY,Broome County,Retail,1266
NY,Broome County,Specialty,123
NY,Broome County,Sports & Entertainment,18
NY,Cattaraugus County,Flex,2
NY,Cattaraugus County,Health Care,5
NY,Cattaraugus County,Hospitality,21
NY,Cattaraugus County,Industrial,69
NY,Cattaraugus County,Multi-Family,89
NY,Cattaraugus County,Office,71
NY,Cattaraugus County,Retail,434
NY,Cattaraugus County,Specialty,55
NY,Cattaraugus County,Sports & Entertainment,7
NY,Cayuga County,Flex,17
NY,Cayuga County,Health Care,5
NY,Cayuga County,Hospitality,22
NY,Cayuga County,Industrial,154
NY,Cayuga County,Multi-Family,70
NY,Cayuga County,Office,137
NY,Cayuga County,Retail,476
NY,Cayuga County,Specialty,85
NY,Cayuga County,Sports & Entertainment,10
NY,Chautauqua County,Flex,5
NY,Chautauqua County,Health Care,10
NY,Chautauqua County,Hospitality,40
NY,Chautauqua County,Industrial,154
NY,Chautauqua County,Multi-Family,172
NY,Chautauqua County,Office,193
NY,Chautauqua County,Retail,740
NY,Chautauqua County,Specialty,60
NY,Chautauqua County,Sports & Entertainment,8
NY,Chemung County,Flex,23
NY,Chemung County,Health Care,1
NY,Chemung County,Hospitality,15
NY,Chemung County,Industrial,126
NY,Chemung County,Multi-Family,150
NY,Chemung County,Office,134
NY,Chemung County,Retail,417
NY,Chemung County,Specialty,48
NY,Chemung County,Sports & Entertainment,3
NY,Chenango County,Flex,5
NY,Chenango County,Health Care,1
NY,Chenango County,Hospitality,8
NY,Chenango County,Industrial,50
NY,Chenango County,Multi-Family,41
NY,Chenango County,Office,55
NY,Chenango County,Retail,211
NY,Chenango County,Specialty,32
NY,Chenango County,Sports & Entertainment,4
NY,Clinton County,Flex,6
NY,Clinton County,Health Care,4
NY,Clinton County,Hospitality,12
NY,Clinton County,Industrial,95
NY,Clinton County,Multi-Family,115
NY,Clinton County,Office,70
NY,Clinton County,Retail,356
NY,Clinton County,Specialty,32
NY,Clinton County,Sports & Entertainment,3
NY,Columbia County,Flex,4
NY,Columbia County,Health Care,11
NY,Columbia County,Hospitality,22
NY,Columbia County,Industrial,105
NY,Columbia County,Multi-Family,136
NY,Columbia County,Office,207
NY,Columbia County,Retail,653
NY,Columbia County,Specialty,84
NY,Columbia County,Sports & Entertainment,7
NY,Cortland County,Flex,6
NY,Cortland County,Health Care,3
NY,Cortland County,Hospitality,16
NY,Cortland County,Industrial,68
NY,Cortland County,Multi-Family,58
NY,Cortland County,Office,63
NY,Cortland County,Retail,237
NY,Cortland County,Specialty,38
NY,Cortland County,Sports & Entertainment,2
NY,Delaware County,Flex,5
NY,Delaware County,Health Care,5
NY,Delaware County,Hospitality,23
NY,Delaware County,Industrial,35
NY,Delaware County,Multi-Family,46
NY,Delaware County,Office,30
NY,Delaware County,Retail,214
NY,Delaware County,Specialty,38
NY,Delaware County,Sports & Entertainment,6
NY,Dutchess County,Flex,50
NY,Dutchess County,Health Care,30
NY,Dutchess County,Hospitality,67
NY,Dutchess County,Industrial,308
NY,Dutchess County,Multi-Family,441
NY,Dutchess County,Office,583
NY,Dutchess County,Retail,1559
NY,Dutchess County,Specialty,131
NY,Dutchess County,Sports & Entertainment,26
NY,Erie County,Flex,192
NY,Erie County,Health Care,104
NY,Erie County,Hospitality,136
NY,Erie County,Industrial,1614
NY,Erie County,Multi-Family,1523
NY,Erie County,Office,2084
NY,Erie County,Retail,5421
NY,Erie County,Specialty,482
NY,Erie County,Sports & Entertainment,40
NY,Erie County,Unknown,1
NY,Essex County,Flex,1
NY,Essex County,Health Care,5
NY,Essex County,Hospitality,63
NY,Essex County,Industrial,14
NY,Essex County,Multi-Family,44
NY,Essex County,Office,31
NY,Essex County,Retail,238
NY,Essex County,Specialty,45
NY,Essex County,Sports & Entertainment,2
NY,Franklin County,Health Care,1
NY,Franklin County,Hospitality,23
NY,Franklin County,Industrial,20
NY,Franklin County,Multi-Family,31
NY,Franklin County,Office,27
NY,Franklin County,Retail,235
NY,Franklin County,Specialty,33
NY,Franklin County,Sports & Entertainment,3
NY,Fulton County,Flex,49
NY,Fulton County,Health Care,4
NY,Fulton County,Hospitality,13
NY,Fulton County,Industrial,169
NY,Fulton County,Multi-Family,190
NY,Fulton County,Office,108
NY,Fulton County,Retail,502
NY,Fulton County,Specialty,84
NY,Fulton County,Sports & Entertainment,9
NY,Genesee County,Flex,5
NY,Genesee County,Health Care,3
NY,Genesee County,Hospitality,16
NY,Genesee County,Industrial,100
NY,Genesee County,Multi-Family,62
NY,Genesee County,Office,101
NY,Genesee County,Retail,386
NY,Genesee County,Specialty,32
NY,Genesee County,Sports & Entertainment,8
NY,Greene County,Flex,4
NY,Greene County,Health Care,4
NY,Greene County,Hospitality,94
NY,Greene County,Industrial,72
NY,Greene County,Multi-Family,100
NY,Greene County,Office,134
NY,Greene County,Retail,626
NY,Greene County,Specialty,80
NY,Greene County,Sports & Entertainment,9
NY,Hamilton County,Hospitality,20
NY,Hamilton County,Multi-Family,5
NY,Hamilton County,Office,1
NY,Hamilton County,Retail,34
NY,Hamilton County,Specialty,12
NY,Hamilton County,Sports & Entertainment,1
NY,Herkimer County,Flex,8
NY,Herkimer County,Health Care,3
NY,Herkimer County,Hospitality,35
NY,Herkimer County,Industrial,58
NY,Herkimer County,Multi-Family,129
NY,Herkimer County,Office,51
NY,Herkimer County,Retail,346
NY,Herkimer County,Specialty,37
NY,Herkimer County,Sports & Entertainment,3
NY,Jefferson County,Flex,52
NY,Jefferson County,Health Care,10
NY,Jefferson County,Hospitality,59
NY,Jefferson County,Industrial,162
NY,Jefferson County,Multi-Family,238
NY,Jefferson County,Office,188
NY,Jefferson County,Retail,774
NY,Jefferson County,Specialty,108
NY,Jefferson County,Sports & Entertainment,15
NY,Jefferson County,Unknown,1
NY,Kings County,Flex,109
NY,Kings County,Health Care,120
NY,Kings County,Hospitality,132
NY,Kings County,Industrial,4829
NY,Kings County,Multi-Family,20565
NY,Kings County,Office,2142
NY,Kings County,Retail,16770
NY,Kings County,Specialty,987
NY,Kings County,Sports & Entertainment,12
NY,Lewis County,Health Care,2
NY,Lewis County,Hospitality,6
NY,Lewis County,Industrial,11
NY,Lewis County,Multi-Family,15
NY,Lewis County,Office,9
NY,Lewis County,Retail,89
NY,Lewis County,Specialty,16
NY,Livingston County,Flex,3
NY,Livingston County,Health Care,1
NY,Livingston County,Hospitality,10
NY,Livingston County,Industrial,65
NY,Livingston County,Multi-Family,65
NY,Livingston County,Office,65
NY,Livingston County,Retail,374
NY,Livingston County,Specialty,28
NY,Livingston County,Sports & Entertainment,7
NY,Madison County,Flex,17
NY,Madison County,Health Care,1
NY,Madison County,Hospitality,7
NY,Madison County,Industrial,79
NY,Madison County,Multi-Family,47
NY,Madison County,Office,92
NY,Madison County,Retail,361
NY,Madison County,Specialty,58
NY,Madison County,Sports & Entertainment,6
NY,Madison County,Unknown,1
NY,Monroe County,Flex,200
NY,Monroe County,Health Care,86
NY,Monroe County,Hospitality,80
NY,Monroe County,Industrial,1642
NY,Monroe County,Multi-Family,1288
NY,Monroe County,Office,1786
NY,Monroe County,Retail,4436
NY,Monroe County,Specialty,761
NY,Monroe County,Sports & Entertainment,37
NY,Montgomery County,Flex,30
NY,Montgomery County,Health Care,10
NY,Montgomery County,Hospitality,16
NY,Montgomery County,Industrial,134
NY,Montgomery County,Multi-Family,122
NY,Montgomery County,Office,108
NY,Montgomery County,Retail,455
NY,Montgomery County,Specialty,72
NY,Montgomery County,Sports & Entertainment,4
NY,Nassau County,Flex,206
NY,Nassau County,Health Care,68
NY,Nassau County,Hospitality,62
NY,Nassau County,Industrial,2356
NY,Nassau County,Multi-Family,827
NY,Nassau County,Office,2701
NY,Nassau County,Retail,6721
NY,Nassau County,Specialty,458
NY,Nassau County,Sports & Entertainment,26
NY,New York County,Flex,22
NY,New York County,Health Care,130
NY,New York County,Hospitality,600
NY,New York County,Industrial,131
NY,New York County,Multi-Family,21361
NY,New York County,Office,3904
NY,New York County,Retail,4537
NY,New York County,Specialty,1421
NY,New York County,Sports & Entertainment,65
NY,Niagara County,Flex,24
NY,Niagara County,Health Care,21
NY,Niagara County,Hospitality,73
NY,Niagara County,Industrial,264
NY,Niagara County,Multi-Family,326
NY,Niagara County,Office,346
NY,Niagara County,Retail,1147
NY,Niagara County,Specialty,89
NY,Niagara County,Sports & Entertainment,18
NY,Oneida County,Flex,162
NY,Oneida County,Health Care,25
NY,Oneida County,Hospitality,52
NY,Oneida County,Industrial,377
NY,Oneida County,Multi-Family,305
NY,Oneida County,Office,621
NY,Oneida County,Retail,1775
NY,Oneida County,Specialty,222
NY,Oneida County,Sports & Entertainment,29
NY,Onondaga County,Flex,594
NY,Onondaga County,Health Care,49
NY,Onondaga County,Hospitality,95
NY,Onondaga County,Industrial,1013
NY,Onondaga County,Multi-Family,902
NY,Onondaga County,Office,1326
NY,Onondaga County,Retail,3179
NY,Onondaga County,Specialty,346
NY,Onondaga County,Sports & Entertainment,32
NY,Ontario County,Flex,48
NY,Ontario County,Health Care,9
NY,Ontario County,Hospitality,45
NY,Ontario County,Industrial,262
NY,Ontario County,Multi-Family,145
NY,Ontario County,Office,253
NY,Ontario County,Retail,853
NY,Ontario County,Specialty,67
NY,Ontario County,Sports & Entertainment,6
NY,Orange County,Flex,63
NY,Orange County,Health Care,19
NY,Orange County,Hospitality,62
NY,Orange County,Industrial,680
NY,Orange County,Multi-Family,370
NY,Orange County,Office,849
NY,Orange County,Retail,1872
NY,Orange County,Specialty,176
NY,Orange County,Sports & Entertainment,19
NY,Orleans County,Flex,5
NY,Orleans County,Health Care,5
NY,Orleans County,Hospitality,5
NY,Orleans County,Industrial,64
NY,Orleans County,Multi-Family,32
NY,Orleans County,Office,43
NY,Orleans County,Retail,266
NY,Orleans County,Specialty,36
NY,Orleans County,Sports & Entertainment,6
NY,Oswego County,Flex,19
NY,Oswego County,Health Care,11
NY,Oswego County,Hospitality,37
NY,Oswego County,Industrial,141
NY,Oswego County,Multi-Family,186
NY,Oswego County,Office,145
NY,Oswego County,Retail,663
NY,Oswego County,Specialty,125
NY,Oswego County,Sports & Entertainment,16
NY,Otsego County,Flex,9
NY,Otsego County,Health Care,12
NY,Otsego County,Hospitality,70
NY,Otsego County,Industrial,123
NY,Otsego County,Multi-Family,141
NY,Otsego County,Office,160
NY,Otsego County,Retail,539
NY,Otsego County,Specialty,100
NY,Otsego County,Sports & Entertainment,18
NY,Putnam County,Flex,19
NY,Putnam County,Health Care,11
NY,Putnam County,Hospitality,5
NY,Putnam County,Industrial,130
NY,Putnam County,Multi-Family,75
NY,Putnam County,Office,174
NY,Putnam County,Retail,390
NY,Putnam County,Specialty,38
NY,Putnam County,Sports & Entertainment,8
NY,Queens County,Flex,148
NY,Queens County,Health Care,87
NY,Queens County,Hospitality,151
NY,Queens County,Industrial,3541
NY,Queens County,Multi-Family,7927
NY,Queens County,Office,1941
NY,Queens County,Retail,10151
NY,Queens County,Specialty,685
NY,Queens County,Sports & Entertainment,7
NY,Rensselaer County,Flex,40
NY,Rensselaer County,Health Care,18
NY,Rensselaer County,Hospitality,23
NY,Rensselaer County,Industrial,246
NY,Rensselaer County,Multi-Family,446
NY,Rensselaer County,Office,427
NY,Rensselaer County,Retail,1304
NY,Rensselaer County,Specialty,119
NY,Rensselaer County,Sports & Entertainment,9
NY,Richmond County,Flex,17
NY,Richmond County,Health Care,23
NY,Richmond County,Hospitality,15
NY,Richmond County,Industrial,374
NY,Richmond County,Multi-Family,517
NY,Richmond County,Office,928
NY,Richmond County,Retail,2491
NY,Richmond County,Specialty,223
NY,Richmond County,Sports & Entertainment,1
NY,Rockland County,Flex,48
NY,Rockland County,Health Care,18
NY,Rockland County,Hospitality,27
NY,Rockland County,Industrial,375
NY,Rockland County,Multi-Family,326
NY,Rockland County,Office,564
NY,Rockland County,Retail,1236
NY,Rockland County,Specialty,125
NY,Rockland County,Sports & Entertainment,6
NY,Saratoga County,Flex,48
NY,Saratoga County,Health Care,24
NY,Saratoga County,Hospitality,93
NY,Saratoga County,Industrial,307
NY,Saratoga County,Multi-Family,339
NY,Saratoga County,Office,666
NY,Saratoga County,Retail,1388
NY,Saratoga County,Specialty,203
NY,Saratoga County,Sports & Entertainment,37
NY,Schenectady County,Flex,32
NY,Schenectady County,Health Care,20
NY,Schenectady County,Hospitality,20
NY,Schenectady County,Industrial,283
NY,Schenectady County,Multi-Family,556
NY,Schenectady County,Office,468
NY,Schenectady County,Retail,1445
NY,Schenectady County,Specialty,168
NY,Schenectady County,Sports & Entertainment,13
NY,Schoharie County,Health Care,3
NY,Schoharie County,Hospitality,13
NY,Schoharie County,Industrial,40
NY,Schoharie County,Multi-Family,51
NY,Schoharie County,Office,63
NY,Schoharie County,Retail,264
NY,Schoharie County,Specialty,32
NY,Schoharie County,Sports & Entertainment,2
NY,Schuyler County,Flex,2
NY,Schuyler County,Health Care,2
NY,Schuyler County,Hospitality,13
NY,Schuyler County,Industrial,9
NY,Schuyler County,Multi-Family,9
NY,Schuyler County,Office,10
NY,Schuyler County,Retail,87
NY,Schuyler County,Specialty,18
NY,Schuyler County,Sports & Entertainment,5
NY,Seneca County,Flex,2
NY,Seneca County,Health Care,1
NY,Seneca County,Hospitality,15
NY,Seneca County,Industrial,32
NY,Seneca County,Multi-Family,49
NY,Seneca County,Office,36
NY,Seneca County,Retail,208
NY,Seneca County,Specialty,26
NY,Seneca County,Sports & Entertainment,1
NY,St. Lawrence County,Flex,12
NY,St. Lawrence County,Health Care,10
NY,St. Lawrence County,Hospitality,26
NY,St. Lawrence County,Industrial,67
NY,St. Lawrence County,Multi-Family,85
NY,St. Lawrence County,Office,83
NY,St. Lawrence County,Retail,448
NY,St. Lawrence County,Specialty,71
NY,St. Lawrence County,Sports & Entertainment,7
NY,Steuben County,Flex,2
